Alert_ID,Transaction_ID,Customer_ID,Alert_Date,Risk_Score,Risk_Tier,Investigation_Status,Investigator_ID,Investigation_Start,Investigation_End,Resolution_Time_Minutes,Outcome
13,3635971,C1532333905,2020-01-12 10:00:00,0.5541583585983624,Medium,Pending,INV_13,2020-01-01 02:38:00,2020-01-01 05:26:00,168,False Positive
14,3638377,C43514077,2020-01-12 11:00:00,0.4264645854219978,Medium,Pending,INV_2,2020-01-01 02:16:00,2020-01-01 02:59:00,43,False Positive
15,3638883,C1077345470,2020-01-12 11:00:00,0.4571334327392862,Medium,Pending,INV_18,2020-01-01 02:17:00,2020-01-01 03:14:00,57,False Positive
16,3638884,C584765160,2020-01-12 11:00:00,0.5490719211691563,Medium,Pending,INV_1,2020-01-01 02:39:00,2020-01-01 04:38:00,119,Fraud
17,3646350,C490962544,2020-01-12 11:00:00,0.4226586473647728,Medium,Pending,INV_24,2020-01-01 03:43:00,2020-01-01 04:23:00,40,Fraud
18,3646351,C884995701,2020-01-12 11:00:00,0.491924502386555,Medium,Pending,INV_10,2020-01-01 02:21:00,2020-01-01 04:48:00,147,Fraud
19,3652213,C782128694,2020-01-12 11:00:00,0.4059767691726104,Medium,Pending,INV_6,2020-01-01 03:54:00,2020-01-01 04:07:00,13,Fraud
20,3654690,C1299795752,2020-01-12 11:00:00,0.4175586073938133,Medium,Pending,INV_13,2020-01-01 02:59:00,2020-01-01 04:59:00,120,False Positive
21,3657222,C71678551,2020-01-12 11:00:00,0.5252562450712699,Medium,Pending,INV_11,2020-01-01 03:01:00,2020-01-01 05:28:00,147,Fraud
22,3661235,C1952476372,2020-01-12 11:00:00,0.5296733348755289,Medium,Pending,INV_6,2020-01-01 03:38:00,2020-01-01 05:34:00,116,False Positive
23,3661291,C1581324626,2020-01-12 11:00:00,0.4146445344696599,Medium,Pending,INV_22,2020-01-01 02:06:00,2020-01-01 04:35:00,149,Fraud
24,3665666,C2015273986,2020-01-12 12:00:00,0.4974704967693498,Medium,Pending,INV_19,2020-01-01 02:10:00,2020-01-01 04:02:00,112,Fraud
25,3666842,C1149989245,2020-01-12 12:00:00,0.4243185750559942,Medium,Pending,INV_3,2020-01-01 04:51:00,2020-01-01 06:37:00,106,Fraud
26,3667292,C531616664,2020-01-12 12:00:00,0.5935811152929049,Medium,Pending,INV_8,2020-01-01 03:35:00,2020-01-01 06:08:00,153,False Positive
27,3668459,C975455989,2020-01-12 12:00:00,0.4237585500933817,Medium,Pending,INV_8,2020-01-01 04:00:00,2020-01-01 04:25:00,25,False Positive
28,3669542,C1704187575,2020-01-12 12:00:00,0.4230017360850567,Medium,Pending,INV_10,2020-01-01 04:02:00,2020-01-01 04:15:00,13,Fraud
29,3670352,C716539842,2020-01-12 12:00:00,0.490751689513193,Medium,Pending,INV_11,2020-01-01 04:46:00,2020-01-01 06:56:00,130,Fraud
30,3670704,C1236104616,2020-01-12 12:00:00,0.5270050985027412,Medium,Pending,INV_7,2020-01-01 04:23:00,2020-01-01 06:09:00,106,Fraud
31,3670705,C336831885,2020-01-12 12:00:00,0.4102659334329401,Medium,Pending,INV_16,2020-01-01 04:47:00,2020-01-01 05:55:00,68,Fraud
32,3671361,C541227973,2020-01-12 12:00:00,0.4480201946870746,Medium,Pending,INV_25,2020-01-01 05:02:00,2020-01-01 07:36:00,154,Fraud
33,3672139,C669674444,2020-01-12 12:00:00,0.4377475618486629,Medium,Pending,INV_11,2020-01-01 04:26:00,2020-01-01 07:15:00,169,Fraud
34,3672173,C1760415550,2020-01-12 12:00:00,0.5546838420156834,Medium,Pending,INV_6,2020-01-01 05:36:00,2020-01-01 06:27:00,51,Fraud
35,3673291,C94683374,2020-01-12 12:00:00,0.4162741484571793,Medium,Pending,INV_9,2020-01-01 04:51:00,2020-01-01 07:28:00,157,False Positive
36,3674939,C593312723,2020-01-12 12:00:00,0.4035986322440655,Medium,Pending,INV_9,2020-01-01 04:53:00,2020-01-01 06:49:00,116,Fraud
37,3678044,C1900354364,2020-01-12 12:00:00,0.4373164084033831,Medium,Pending,INV_20,2020-01-01 05:53:00,2020-01-01 07:44:00,111,Fraud
38,3679251,C1445253170,2020-01-12 12:00:00,0.4012746608303232,Medium,Pending,INV_19,2020-01-01 04:49:00,2020-01-01 06:06:00,77,False Positive
39,3681712,C324239756,2020-01-12 12:00:00,0.5063374559880658,Medium,Pending,INV_3,2020-01-01 06:16:00,2020-01-01 07:03:00,47,Fraud
40,3682191,C453740720,2020-01-12 12:00:00,0.761630747483267,High,Pending,INV_9,2020-01-01 05:35:00,2020-01-01 07:45:00,130,Fraud
41,3682192,C575240886,2020-01-12 12:00:00,0.4405198536299726,Medium,Pending,INV_17,2020-01-01 06:44:00,2020-01-01 08:56:00,132,Fraud
42,3684268,C24299338,2020-01-12 12:00:00,0.7463312916372058,High,Pending,INV_5,2020-01-01 06:15:00,2020-01-01 09:03:00,168,False Positive
43,3684589,C1945074660,2020-01-12 12:00:00,0.4374402115840671,Medium,Pending,INV_22,2020-01-01 05:11:00,2020-01-01 06:59:00,108,Fraud
44,3685942,C1855735860,2020-01-12 12:00:00,0.4807473261150028,Medium,Pending,INV_13,2020-01-01 06:01:00,2020-01-01 06:15:00,14,False Positive
45,3686584,C1715283297,2020-01-12 12:00:00,1.0,High,Pending,INV_7,2020-01-01 06:19:00,2020-01-01 07:03:00,44,False Positive
46,3688602,C699131720,2020-01-12 12:00:00,0.4342603829814023,Medium,Pending,INV_23,2020-01-01 06:42:00,2020-01-01 08:34:00,112,Fraud
47,3688967,C2098885079,2020-01-12 12:00:00,0.4659859789064184,Medium,Pending,INV_15,2020-01-01 06:58:00,2020-01-01 07:35:00,37,False Positive
48,3690137,C1095526464,2020-01-12 13:00:00,0.5023327913547154,Medium,Pending,INV_9,2020-01-01 06:24:00,2020-01-01 08:59:00,155,Fraud
49,3695070,C266300209,2020-01-12 13:00:00,0.4165239055772559,Medium,Pending,INV_1,2020-01-01 07:50:00,2020-01-01 08:34:00,44,False Positive
50,3695182,C1440084225,2020-01-12 13:00:00,0.7085680101295175,High,Pending,INV_23,2020-01-01 06:54:00,2020-01-01 08:13:00,79,Fraud
51,3695183,C1184998697,2020-01-12 13:00:00,0.4482499926997,Medium,Pending,INV_4,2020-01-01 07:19:00,2020-01-01 09:06:00,107,Fraud
52,3696691,C253845944,2020-01-12 13:00:00,0.4502310968749646,Medium,Pending,INV_19,2020-01-01 07:00:00,2020-01-01 08:44:00,104,False Positive
53,3697991,C619720581,2020-01-12 13:00:00,0.5670795908918833,Medium,Pending,INV_14,2020-01-01 07:31:00,2020-01-01 09:18:00,107,False Positive
54,3698902,C873143215,2020-01-12 13:00:00,0.422677602345649,Medium,Pending,INV_8,2020-01-01 06:29:00,2020-01-01 08:33:00,124,Fraud
55,3698903,C1173769007,2020-01-12 13:00:00,0.4206358320699196,Medium,Pending,INV_11,2020-01-01 07:56:00,2020-01-01 10:36:00,160,False Positive
56,3700190,C1175472760,2020-01-12 13:00:00,0.5119113248216035,Medium,Pending,INV_21,2020-01-01 06:16:00,2020-01-01 08:34:00,138,Fraud
57,3700191,C1193826872,2020-01-12 13:00:00,0.4206918725701871,Medium,Pending,INV_9,2020-01-01 07:58:00,2020-01-01 08:57:00,59,False Positive
58,3700245,C419316563,2020-01-12 13:00:00,0.5036960122504432,Medium,Pending,INV_16,2020-01-01 06:24:00,2020-01-01 07:23:00,59,Fraud
59,3700246,C1007841851,2020-01-12 13:00:00,0.4122054764904821,Medium,Pending,INV_19,2020-01-01 06:08:00,2020-01-01 08:07:00,119,False Positive
60,3700833,C75206217,2020-01-12 13:00:00,0.4079566996836029,Medium,Pending,INV_6,2020-01-01 06:23:00,2020-01-01 08:35:00,132,False Positive
61,3700989,C1822214239,2020-01-12 13:00:00,0.4178600901699715,Medium,Pending,INV_6,2020-01-01 06:18:00,2020-01-01 06:35:00,17,Fraud
62,3702131,C155947433,2020-01-12 13:00:00,0.455248038538086,Medium,Pending,INV_14,2020-01-01 07:29:00,2020-01-01 08:11:00,42,Fraud
63,3703251,C187049358,2020-01-12 13:00:00,0.514772798883457,Medium,Pending,INV_9,2020-01-01 06:21:00,2020-01-01 09:02:00,161,Fraud
64,3703676,C1218001291,2020-01-12 13:00:00,0.4526456465482521,Medium,Pending,INV_24,2020-01-01 07:01:00,2020-01-01 07:19:00,18,Fraud
65,3703677,C849070123,2020-01-12 13:00:00,0.4406696425705648,Medium,Pending,INV_2,2020-01-01 06:55:00,2020-01-01 07:29:00,34,Fraud
66,3705055,C1573529483,2020-01-12 13:00:00,0.5405099158954735,Medium,Pending,INV_5,2020-01-01 06:15:00,2020-01-01 09:04:00,169,False Positive
67,3705056,C1700304208,2020-01-12 13:00:00,0.4153916794531097,Medium,Pending,INV_3,2020-01-01 07:09:00,2020-01-01 08:33:00,84,Fraud
68,3707202,C994167434,2020-01-12 13:00:00,0.4035330837759489,Medium,Pending,INV_21,2020-01-01 07:06:00,2020-01-01 09:53:00,167,False Positive
69,3708201,C1525478845,2020-01-12 13:00:00,0.4146722613415858,Medium,Pending,INV_14,2020-01-01 07:45:00,2020-01-01 08:11:00,26,False Positive
70,3710727,C2046925137,2020-01-12 13:00:00,0.4279199469137176,Medium,Pending,INV_13,2020-01-01 08:52:00,2020-01-01 09:42:00,50,False Positive
71,3713441,C1850145800,2020-01-12 13:00:00,0.433586507586854,Medium,Pending,INV_23,2020-01-01 07:46:00,2020-01-01 09:05:00,79,Fraud
72,3715595,C844890068,2020-01-12 14:00:00,0.4857407251329089,Medium,Pending,INV_24,2020-01-01 07:12:00,2020-01-01 09:21:00,129,Fraud
73,3717146,C517343666,2020-01-12 14:00:00,0.4241311714627246,Medium,Pending,INV_3,2020-01-01 07:37:00,2020-01-01 08:39:00,62,Fraud
74,3717688,C781771757,2020-01-12 14:00:00,0.4215052199420538,Medium,Pending,INV_8,2020-01-01 08:59:00,2020-01-01 11:18:00,139,Fraud
75,3719185,C183631913,2020-01-12 14:00:00,0.4195325029231185,Medium,Pending,INV_16,2020-01-01 07:21:00,2020-01-01 10:00:00,159,Fraud
76,3719290,C704205641,2020-01-12 14:00:00,0.4061178845827909,Medium,Pending,INV_14,2020-01-01 07:44:00,2020-01-01 08:52:00,68,Fraud
77,3720472,C1289020569,2020-01-12 14:00:00,0.4954910850179657,Medium,Pending,INV_22,2020-01-01 07:27:00,2020-01-01 08:50:00,83,Fraud
78,3721955,C1601768700,2020-01-12 14:00:00,0.4148625878889349,Medium,Pending,INV_15,2020-01-01 08:23:00,2020-01-01 11:01:00,158,False Positive
79,3721956,C1107818863,2020-01-12 14:00:00,0.4061088493366226,Medium,Pending,INV_1,2020-01-01 09:54:00,2020-01-01 12:05:00,131,False Positive
80,3726764,C887749573,2020-01-12 14:00:00,0.492560263980369,Medium,Pending,INV_19,2020-01-01 09:46:00,2020-01-01 11:10:00,84,Fraud
81,3732167,C1732336436,2020-01-12 14:00:00,0.4178751000487675,Medium,Pending,INV_20,2020-01-01 09:48:00,2020-01-01 10:36:00,48,Fraud
82,3732464,C1965567777,2020-01-12 14:00:00,0.4022863560254964,Medium,Pending,INV_13,2020-01-01 08:21:00,2020-01-01 10:51:00,150,False Positive
83,3733546,C31593462,2020-01-12 14:00:00,0.7554911991998143,High,Pending,INV_18,2020-01-01 09:51:00,2020-01-01 10:32:00,41,False Positive
84,3733547,C684295480,2020-01-12 14:00:00,0.426499008540778,Medium,Pending,INV_12,2020-01-01 08:07:00,2020-01-01 10:07:00,120,Fraud
85,3735446,C1512928781,2020-01-12 14:00:00,0.4255553143934487,Medium,Pending,INV_17,2020-01-01 08:12:00,2020-01-01 11:10:00,178,Fraud
86,3737629,C25511325,2020-01-12 14:00:00,0.5336011541814019,Medium,Pending,INV_16,2020-01-01 09:20:00,2020-01-01 10:26:00,66,Fraud
87,3740893,C728044836,2020-01-12 14:00:00,0.5490951024772162,Medium,Pending,INV_8,2020-01-01 09:55:00,2020-01-01 10:17:00,22,Fraud
88,3742402,C399983585,2020-01-12 15:00:00,0.4192922396869196,Medium,Pending,INV_2,2020-01-01 08:43:00,2020-01-01 11:06:00,143,False Positive
89,3742403,C1337073142,2020-01-12 15:00:00,0.4184486610707312,Medium,Pending,INV_19,2020-01-01 08:39:00,2020-01-01 11:29:00,170,False Positive
90,3742610,C1399227772,2020-01-12 15:00:00,0.5797603082550093,Medium,Pending,INV_10,2020-01-01 08:06:00,2020-01-01 10:19:00,133,Fraud
91,3743183,C566758972,2020-01-12 15:00:00,0.5091922333487431,Medium,Pending,INV_6,2020-01-01 10:38:00,2020-01-01 11:31:00,53,False Positive
92,3747401,C332071605,2020-01-12 15:00:00,0.5477108197596634,Medium,Pending,INV_10,2020-01-01 09:40:00,2020-01-01 09:59:00,19,Fraud
93,3747402,C1255417607,2020-01-12 15:00:00,0.483018738192429,Medium,Pending,INV_8,2020-01-01 09:41:00,2020-01-01 11:14:00,93,False Positive
94,3748419,C1361430680,2020-01-12 15:00:00,0.5239934435721489,Medium,Pending,INV_24,2020-01-01 10:03:00,2020-01-01 11:04:00,61,Fraud
95,3748420,C1547880251,2020-01-12 15:00:00,0.4006443071785942,Medium,Pending,INV_24,2020-01-01 09:32:00,2020-01-01 09:51:00,19,False Positive
96,3749261,C217293176,2020-01-12 15:00:00,0.4263221039423248,Medium,Pending,INV_3,2020-01-01 09:40:00,2020-01-01 10:31:00,51,Fraud
97,3749661,C42577384,2020-01-12 15:00:00,0.4387281451727089,Medium,Pending,INV_5,2020-01-01 10:38:00,2020-01-01 12:25:00,107,False Positive
98,3750712,C1845534968,2020-01-12 15:00:00,0.7301591866467392,High,Pending,INV_22,2020-01-01 09:24:00,2020-01-01 09:44:00,20,False Positive
99,3750973,C1237771660,2020-01-12 15:00:00,0.6177503547239627,Medium,Pending,INV_8,2020-01-01 09:57:00,2020-01-01 12:10:00,133,False Positive
100,3752734,C1339787537,2020-01-12 15:00:00,0.4790702308200113,Medium,Pending,INV_5,2020-01-01 10:58:00,2020-01-01 11:57:00,59,Fraud
101,3754019,C1685295215,2020-01-12 15:00:00,0.4646388982417612,Medium,Pending,INV_13,2020-01-01 10:48:00,2020-01-01 11:25:00,37,False Positive
102,3754020,C1949520965,2020-01-12 15:00:00,0.4622637207644686,Medium,Pending,INV_11,2020-01-01 10:50:00,2020-01-01 12:31:00,101,Fraud
103,3755847,C256397271,2020-01-12 15:00:00,0.6499179389084975,Medium,Pending,INV_20,2020-01-01 10:38:00,2020-01-01 12:17:00,99,False Positive
104,3755952,C45285929,2020-01-12 15:00:00,0.4367055562814798,Medium,Pending,INV_4,2020-01-01 10:16:00,2020-01-01 11:46:00,90,Fraud
105,3755978,C1301835320,2020-01-12 15:00:00,0.673908719355284,Medium,Pending,INV_19,2020-01-01 10:22:00,2020-01-01 12:12:00,110,False Positive
106,3755979,C2007360267,2020-01-12 15:00:00,0.4204160738086389,Medium,Pending,INV_7,2020-01-01 09:54:00,2020-01-01 12:22:00,148,False Positive
107,3757066,C1534780687,2020-01-12 15:00:00,0.459455364475964,Medium,Pending,INV_1,2020-01-01 10:33:00,2020-01-01 11:45:00,72,False Positive
108,3758465,C606497051,2020-01-12 15:00:00,0.4220634494254907,Medium,Pending,INV_2,2020-01-01 09:35:00,2020-01-01 11:39:00,124,Fraud
109,3759493,C231288689,2020-01-12 15:00:00,0.6072491907488571,Medium,Pending,INV_9,2020-01-01 10:03:00,2020-01-01 11:09:00,66,Fraud
110,3759536,C1497815394,2020-01-12 15:00:00,0.4821590906736697,Medium,Pending,INV_2,2020-01-01 10:41:00,2020-01-01 11:08:00,27,False Positive
111,3760994,C1587463343,2020-01-12 15:00:00,0.5558254897865644,Medium,Pending,INV_23,2020-01-01 11:17:00,2020-01-01 12:01:00,44,Fraud
112,3762462,C1524335354,2020-01-12 15:00:00,0.5835581671859863,Medium,Pending,INV_16,2020-01-01 11:46:00,2020-01-01 12:55:00,69,Fraud
113,3763136,C1083523322,2020-01-12 15:00:00,0.541447312311759,Medium,Pending,INV_6,2020-01-01 10:41:00,2020-01-01 13:23:00,162,Fraud
114,3766399,C906095950,2020-01-12 15:00:00,0.4499640288883564,Medium,Pending,INV_5,2020-01-01 11:46:00,2020-01-01 13:49:00,123,False Positive
115,3766884,C1087167148,2020-01-12 16:00:00,0.4848118813974752,Medium,Pending,INV_8,2020-01-01 10:49:00,2020-01-01 12:36:00,107,Fraud
116,3767147,C1927064014,2020-01-12 16:00:00,0.4380508725122746,Medium,Pending,INV_7,2020-01-01 11:40:00,2020-01-01 12:14:00,34,Fraud
117,3771433,C1304623104,2020-01-12 16:00:00,0.4418611823553329,Medium,Pending,INV_16,2020-01-01 10:06:00,2020-01-01 12:06:00,120,Fraud
118,3771898,C573837343,2020-01-12 16:00:00,0.4813706210469181,Medium,Pending,INV_18,2020-01-01 10:47:00,2020-01-01 11:25:00,38,False Positive
119,3774450,C266734444,2020-01-12 16:00:00,0.4153204243264208,Medium,Pending,INV_20,2020-01-01 10:23:00,2020-01-01 13:13:00,170,False Positive
120,3777714,C172858776,2020-01-12 16:00:00,0.517209856105792,Medium,Pending,INV_13,2020-01-01 11:39:00,2020-01-01 12:46:00,67,False Positive
121,3778565,C1473635164,2020-01-12 16:00:00,0.5839779123116597,Medium,Pending,INV_13,2020-01-01 11:36:00,2020-01-01 13:07:00,91,Fraud
122,3779137,C320268178,2020-01-12 16:00:00,0.5149680092371431,Medium,Pending,INV_24,2020-01-01 11:57:00,2020-01-01 12:48:00,51,Fraud
123,3779672,C161845266,2020-01-12 16:00:00,0.5214720669768113,Medium,Pending,INV_3,2020-01-01 11:17:00,2020-01-01 12:49:00,92,Fraud
124,3779730,C1201808245,2020-01-12 16:00:00,0.4268881850883017,Medium,Pending,INV_8,2020-01-01 12:35:00,2020-01-01 14:21:00,106,Fraud
125,3779731,C751087759,2020-01-12 16:00:00,0.4355917808411741,Medium,Pending,INV_23,2020-01-01 12:15:00,2020-01-01 13:21:00,66,False Positive
126,3781616,C1668745046,2020-01-12 16:00:00,0.4316792518062777,Medium,Pending,INV_18,2020-01-01 12:57:00,2020-01-01 15:09:00,132,Fraud
127,3781697,C2035175467,2020-01-12 16:00:00,0.4784612309674901,Medium,Pending,INV_15,2020-01-01 11:11:00,2020-01-01 13:49:00,158,False Positive
128,3781923,C684935090,2020-01-12 16:00:00,0.4262986975936056,Medium,Pending,INV_6,2020-01-01 12:22:00,2020-01-01 12:54:00,32,False Positive
129,3782845,C670639294,2020-01-12 16:00:00,0.5813092003398208,Medium,Pending,INV_17,2020-01-01 13:59:00,2020-01-01 16:13:00,134,False Positive
130,3783267,C823701970,2020-01-12 16:00:00,0.4752383466803025,Medium,Pending,INV_19,2020-01-01 12:39:00,2020-01-01 13:24:00,45,Fraud
131,3783268,C271854844,2020-01-12 16:00:00,0.4738234694882657,Medium,Pending,INV_9,2020-01-01 13:05:00,2020-01-01 13:43:00,38,Fraud
132,3785343,C527364887,2020-01-12 16:00:00,0.4065612205117749,Medium,Pending,INV_9,2020-01-01 12:57:00,2020-01-01 14:58:00,121,False Positive
133,3785872,C1538960359,2020-01-12 16:00:00,0.4277463645423573,Medium,Pending,INV_22,2020-01-01 12:59:00,2020-01-01 14:26:00,87,Fraud
134,3785873,C590489295,2020-01-12 16:00:00,0.4112299524923721,Medium,Pending,INV_19,2020-01-01 12:47:00,2020-01-01 15:37:00,170,False Positive
135,3786299,C896903193,2020-01-12 16:00:00,0.4714456077272023,Medium,Pending,INV_25,2020-01-01 13:44:00,2020-01-01 14:18:00,34,False Positive
136,3786300,C449241816,2020-01-12 16:00:00,0.4950767761537602,Medium,Pending,INV_10,2020-01-01 13:39:00,2020-01-01 13:49:00,10,Fraud
137,3787728,C1819933745,2020-01-12 16:00:00,0.4085024484211698,Medium,Pending,INV_7,2020-01-01 12:27:00,2020-01-01 14:01:00,94,Fraud
138,3789535,C1735247380,2020-01-12 16:00:00,0.4303428334650713,Medium,Pending,INV_16,2020-01-01 12:52:00,2020-01-01 14:26:00,94,Fraud
139,3790060,C731404605,2020-01-12 16:00:00,0.4515141815643164,Medium,Pending,INV_8,2020-01-01 12:05:00,2020-01-01 13:08:00,63,False Positive
140,3791460,C2065398513,2020-01-12 16:00:00,0.4346442799327082,Medium,Pending,INV_8,2020-01-01 13:53:00,2020-01-01 16:00:00,127,Fraud
141,3793472,C1876304975,2020-01-12 17:00:00,0.4030980837406676,Medium,Pending,INV_22,2020-01-01 12:07:00,2020-01-01 14:45:00,158,False Positive
142,3794773,C1867845412,2020-01-12 17:00:00,0.442049449311185,Medium,Pending,INV_4,2020-01-01 13:49:00,2020-01-01 16:41:00,172,False Positive
143,3795436,C2133303943,2020-01-12 17:00:00,0.4406943832619809,Medium,Pending,INV_16,2020-01-01 13:57:00,2020-01-01 15:32:00,95,Fraud
144,3795437,C1793966542,2020-01-12 17:00:00,0.6008040211218619,Medium,Pending,INV_23,2020-01-01 14:12:00,2020-01-01 14:23:00,11,Fraud
145,3795532,C1175984461,2020-01-12 17:00:00,0.4371444363751245,Medium,Pending,INV_10,2020-01-01 13:18:00,2020-01-01 15:15:00,117,False Positive
146,3795533,C1872840947,2020-01-12 17:00:00,0.4115659895348279,Medium,Pending,INV_2,2020-01-01 14:31:00,2020-01-01 16:12:00,101,Fraud
147,3795692,C1678637689,2020-01-12 17:00:00,0.4345734770832257,Medium,Pending,INV_15,2020-01-01 14:11:00,2020-01-01 15:05:00,54,False Positive
148,3796066,C1190626452,2020-01-12 17:00:00,0.5830885476135298,Medium,Pending,INV_20,2020-01-01 14:46:00,2020-01-01 17:17:00,151,Fraud
149,3796415,C1253079033,2020-01-12 17:00:00,0.5188004189512851,Medium,Pending,INV_10,2020-01-01 14:25:00,2020-01-01 15:47:00,82,Fraud
150,3796416,C1100410968,2020-01-12 17:00:00,0.5315808637791393,Medium,Pending,INV_21,2020-01-01 13:45:00,2020-01-01 15:48:00,123,Fraud
151,3798259,C1294816356,2020-01-12 17:00:00,0.4643278542664002,Medium,Pending,INV_16,2020-01-01 13:46:00,2020-01-01 16:40:00,174,Fraud
152,3798410,C441984477,2020-01-12 17:00:00,0.4220147540948396,Medium,Pending,INV_5,2020-01-01 13:57:00,2020-01-01 16:54:00,177,Fraud
153,3799317,C236465733,2020-01-12 17:00:00,0.4880780925992129,Medium,Pending,INV_7,2020-01-01 13:09:00,2020-01-01 13:55:00,46,Fraud
154,3799318,C718364187,2020-01-12 17:00:00,0.4208521926109925,Medium,Pending,INV_5,2020-01-01 13:05:00,2020-01-01 15:33:00,148,False Positive
155,3799894,C1223028177,2020-01-12 17:00:00,0.6940695422890548,Medium,Pending,INV_17,2020-01-01 13:19:00,2020-01-01 13:38:00,19,Fraud
156,3799895,C158892010,2020-01-12 17:00:00,0.4045875045909635,Medium,Pending,INV_10,2020-01-01 14:06:00,2020-01-01 15:09:00,63,False Positive
157,3799943,C1744392408,2020-01-12 17:00:00,0.4599436009382661,Medium,Pending,INV_13,2020-01-01 15:08:00,2020-01-01 15:18:00,10,False Positive
158,3801348,C1139460122,2020-01-12 17:00:00,0.7349116656307757,High,Pending,INV_12,2020-01-01 15:37:00,2020-01-01 15:47:00,10,Fraud
159,3802365,C385252041,2020-01-12 17:00:00,0.607724089311769,Medium,Pending,INV_19,2020-01-01 15:03:00,2020-01-01 16:26:00,83,Fraud
160,3802995,C1406624799,2020-01-12 17:00:00,0.4854044044423007,Medium,Pending,INV_1,2020-01-01 15:25:00,2020-01-01 18:20:00,175,Fraud
161,3809160,C156600776,2020-01-12 17:00:00,0.4905257184790178,Medium,Pending,INV_25,2020-01-01 15:45:00,2020-01-01 16:46:00,61,Fraud
162,3811040,C977746593,2020-01-12 17:00:00,0.4342924274234441,Medium,Pending,INV_18,2020-01-01 15:19:00,2020-01-01 17:23:00,124,Fraud
163,3811041,C1607717460,2020-01-12 17:00:00,0.4103385612925057,Medium,Pending,INV_17,2020-01-01 14:07:00,2020-01-01 16:47:00,160,Fraud
164,3811164,C33817990,2020-01-12 17:00:00,0.5555678716146337,Medium,Pending,INV_5,2020-01-01 14:31:00,2020-01-01 16:44:00,133,False Positive
165,3811229,C1025223884,2020-01-12 17:00:00,0.4867763126495303,Medium,Pending,INV_16,2020-01-01 15:54:00,2020-01-01 16:47:00,53,False Positive
166,3812249,C1920591060,2020-01-12 17:00:00,0.5583918585367538,Medium,Pending,INV_3,2020-01-01 15:01:00,2020-01-01 16:49:00,108,Fraud
167,3812250,C788360480,2020-01-12 17:00:00,0.5225871036897479,Medium,Pending,INV_11,2020-01-01 15:58:00,2020-01-01 18:40:00,162,Fraud
168,3812827,C1776390461,2020-01-12 17:00:00,0.4746020162000579,Medium,Pending,INV_15,2020-01-01 16:12:00,2020-01-01 18:59:00,167,Fraud
169,3812828,C208329746,2020-01-12 17:00:00,0.4692335069630695,Medium,Pending,INV_14,2020-01-01 15:55:00,2020-01-01 16:12:00,17,Fraud
170,3814883,C165012828,2020-01-12 17:00:00,0.4269238706912374,Medium,Pending,INV_8,2020-01-01 16:11:00,2020-01-01 16:49:00,38,False Positive
171,3815328,C452313985,2020-01-12 17:00:00,0.4162671386526635,Medium,Pending,INV_15,2020-01-01 16:05:00,2020-01-01 16:34:00,29,Fraud
172,3815329,C377571159,2020-01-12 17:00:00,0.4184527606421736,Medium,Pending,INV_11,2020-01-01 15:53:00,2020-01-01 18:41:00,168,Fraud
173,3815798,C1672304119,2020-01-12 17:00:00,0.551253708759629,Medium,Pending,INV_3,2020-01-01 16:09:00,2020-01-01 18:51:00,162,False Positive
174,3815799,C153152648,2020-01-12 17:00:00,0.4001119856903424,Medium,Pending,INV_11,2020-01-01 15:31:00,2020-01-01 15:49:00,18,Fraud
